City,Area_sqft,Bedrooms,Bathrooms,Balcony,Age,Price
Bhopal,1492,2,4,1,12,9273600
Pune,1010,4,2,2,3,14070000
Pune,1770,4,1,1,22,23370000
Mysore,1408,4,4,1,29,10154400
Mysore,1361,3,1,2,21,9564800
Trivandrum,3175,3,1,0,9,30552500
Bangalore,1072,4,1,1,22,16440000
Surat,2870,5,4,2,4,25705000
Surat,3645,3,3,1,17,31532500
Indore,2100,2,1,2,7,13040000
Nagpur,2562,3,3,2,13,16594400
Visakhapatnam,2667,5,4,2,27,20052400
Bhopal,430,1,4,0,1,3104000
Mumbai,3994,3,1,0,27,99880000
Surat,1766,4,3,2,7,15991000
Bangalore,1800,4,3,0,15,27660000
Visakhapatnam,1553,4,1,1,6,11861600
Chennai,1016,1,2,0,2,12542000
Chennai,938,5,2,0,28,11686000
Patna,3186,2,4,1,3,16730000
Surat,3473,5,4,1,28,30270500
Kochi,1270,1,2,1,6,13050000
Chandigarh,500,4,2,2,3,7940000
Mysore,3529,5,2,1,8,24907200
Bangalore,1812,2,1,1,22,27240000
Ahmedabad,3139,4,1,1,16,25592000
Coimbatore,1340,2,1,2,16,10310000
Mumbai,740,3,1,0,19,18690000
Coimbatore,3308,2,1,2,13,25130000
Delhi,1443,4,1,0,13,26434000
Chennai,3726,3,4,1,28,45162000
Kochi,3788,4,3,2,24,38520000
Pune,437,4,4,2,12,6681000
Mumbai,1059,3,3,0,3,27225000
Surat,2433,2,4,2,12,21380500
Ahmedabad,1960,1,4,2,20,16070000
Kochi,3857,1,1,0,16,38520000
Trivandrum,2056,1,1,2,14,19682000
Mumbai,3375,1,3,2,29,84465000
Hyderabad,1449,5,3,1,17,16789000
Nagpur,853,1,1,1,10,5438600
Pune,2104,3,4,1,3,28302000
Ahmedabad,1746,1,3,1,27,14018000
Bhopal,3184,4,2,1,19,19007200
Nagpur,3984,1,2,2,10,25050800
Bangalore,1218,2,2,2,9,18790000
Kochi,1172,3,3,1,21,12190000
Indore,412,3,1,0,12,2802000
Nagpur,3362,5,1,1,21,21374400
Chandigarh,1320,4,1,2,7,19220000
Lucknow,1224,3,3,0,27,8226000
Mysore,2818,2,3,1,12,19662400
Chennai,1714,1,2,0,8,20798000
Indore,2779,3,3,1,29,16984000
Delhi,2708,2,2,2,0,49444000
Vadodara,2417,1,2,1,0,19322600
Kochi,1628,5,1,0,14,16870000
Hyderabad,1096,3,3,2,21,12606000
Ahmedabad,3134,3,1,1,3,25662000
Kolkata,1349,2,1,1,26,12121000
Coimbatore,2834,4,3,1,19,21915000
Bangalore,3268,5,3,1,0,50210000
Patna,2915,4,4,2,24,15335000
Nagpur,1838,3,2,2,11,12025600
Kochi,468,4,4,1,10,5640000
Kochi,3943,1,2,2,18,39620000
Patna,3575,5,2,0,14,18585000
Mysore,2181,4,2,2,20,15430800
Nagpur,3632,1,1,0,9,22608400
Ahmedabad,2647,2,1,0,0,21596000
Mumbai,2663,4,3,2,23,67235000
Surat,2369,5,2,1,2,21166500
Indore,611,1,2,2,13,3956000
Trivandrum,907,4,2,0,14,9176500
Chandigarh,2463,2,1,0,0,34902000
Hyderabad,1921,4,3,2,9,22071000
Indore,3331,1,1,0,21,19836000
Surat,731,4,4,2,0,7453500
Pune,3164,5,4,2,14,42242000
Mumbai,950,3,4,1,2,24720000
Hyderabad,2024,1,3,0,20,22374000
Coimbatore,1341,1,4,2,19,10467500
Hyderabad,2703,1,3,0,22,29803000
Vadodara,3439,1,1,2,21,26834200
Mumbai,1127,4,1,2,11,28835000
Patna,1279,5,3,1,18,7225000
Nagpur,3262,2,1,2,15,20504400
Jaipur,3643,5,1,1,26,25931000
Kochi,1048,1,3,0,7,10850000
Vadodara,1399,4,4,1,23,11612200
Hyderabad,1921,4,3,1,13,21911000
Delhi,2918,1,2,0,17,52574000
Visakhapatnam,3855,4,1,1,22,28116000
Kolkata,3137,1,3,1,29,28243000
Chennai,2012,5,1,2,0,25174000
Mumbai,3147,3,4,1,1,79665000
Bhopal,2954,4,1,2,23,17553200
Mysore,3439,1,3,1,11,23755200
Vadodara,1409,1,4,0,16,11300200
Kolkata,1950,4,4,0,1,18610000
Visakhapatnam,1203,2,4,1,27,8981600
Coimbatore,3278,1,2,2,16,24815000
Kochi,3796,4,3,1,20,38600000
Vadodara,613,1,3,2,6,5331400
Mysore,3679,2,4,1,5,25777200
Patna,568,3,1,0,5,3310000
Lucknow,3801,2,4,0,21,25066500
Jaipur,3751,5,2,2,7,27267000
Ahmedabad,1377,4,4,1,4,12096000
Lucknow,1728,2,3,2,14,11772000
Surat,545,3,4,0,25,5062500
Delhi,2198,1,1,2,6,39874000
Pune,915,4,3,1,2,12895000
Hyderabad,3561,2,1,2,24,39271000
Jaipur,852,3,4,1,9,6794000
Hyderabad,459,2,3,1,2,5749000
Patna,3782,5,2,0,29,19320000
Mysore,927,4,3,1,13,7083600
Jaipur,3698,1,1,1,21,25816000
Surat,1423,3,3,1,2,12945500
Surat,2921,2,2,2,0,25528500
Indore,1964,4,2,0,0,12624000
Kolkata,3204,2,2,2,18,29176000
Bangalore,3229,4,2,2,3,49375000
Lucknow,1502,5,1,0,29,10053000
Delhi,832,2,3,2,1,15776000
Bangalore,1576,5,4,2,24,24550000
Nagpur,800,3,2,1,10,5530000
Delhi,3750,5,4,2,23,68430000
Lucknow,2504,4,4,0,11,17136000
Pune,3450,3,3,2,12,45580000
Vadodara,2633,2,4,1,15,21097400
Chandigarh,2845,2,4,2,15,40470000
Kolkata,1004,4,1,0,18,9396000
Visakhapatnam,3235,1,4,1,22,23562000
Pune,2605,1,3,2,19,34155000
Mysore,2210,2,4,0,20,15408000
Jaipur,3830,4,3,0,19,27390000
Vadodara,1863,1,2,2,8,14921400
Mysore,3036,5,4,2,15,21734800
Indore,2913,2,4,1,26,17818000
Kochi,2893,5,4,2,6,30200000
Mysore,2173,4,2,1,12,15456400
Bangalore,3248,5,1,2,3,49690000
Visakhapatnam,3959,1,4,0,12,28894800
Delhi,1953,1,3,0,7,35524000
Trivandrum,1496,3,1,0,1,14762000
Delhi,1328,2,1,0,6,24204000
Vadodara,2351,4,1,1,10,18937800
Bangalore,2373,2,4,0,16,36055000
Pune,2464,5,2,1,23,32642000
Visakhapatnam,1954,4,2,1,28,14428800
Lucknow,3178,4,4,1,13,21557000
Jaipur,725,1,3,2,27,5205000
Mumbai,1394,5,3,1,29,35460000
Nagpur,1012,1,3,2,12,6704400
Pune,2993,1,4,1,14,39339000
Jaipur,995,3,2,2,21,7395000
Chennai,1320,1,4,2,27,16090000
Delhi,1241,2,2,0,20,22478000
Chennai,1625,4,1,1,24,19820000
Mumbai,743,1,4,2,8,19205000
Kochi,2276,2,2,0,2,23260000
Lucknow,3994,5,1,1,24,26431000
Trivandrum,1258,4,1,0,12,12431000
Visakhapatnam,1823,5,4,2,12,14275600
Vadodara,3689,2,2,0,8,29154200
Kochi,844,5,1,0,17,8970000
Nagpur,2188,5,4,1,4,14795600
Trivandrum,621,5,1,2,10,6729500
Vadodara,3854,1,3,1,1,30631200
Chennai,991,1,4,1,16,12282000
Delhi,1430,1,1,0,22,25570000
Bhopal,1695,4,4,2,19,10691000
Mumbai,1417,2,4,1,20,35885000
Surat,2463,1,2,2,3,21425500
Bhopal,1847,5,2,1,21,11362600
Chennai,2445,5,1,0,26,29690000
Kolkata,923,5,4,1,17,9277000
Surat,3250,5,4,1,23,28475000
Jaipur,2468,3,3,1,19,17786000
Chennai,2675,4,4,2,7,33200000
Kochi,3455,2,2,0,18,34730000
Mumbai,2208,2,4,2,11,55920000
Lucknow,1711,1,2,1,27,11051500
Chennai,3256,3,3,0,10,39682000
Jaipur,3605,2,1,2,15,25515000
Bhopal,1706,4,2,1,4,10734800
Coimbatore,2851,5,1,0,27,21712500
Lucknow,1489,1,1,0,2,9908500
Pune,2072,4,1,1,11,27516000
Nagpur,836,2,1,0,14,5323200
Pune,1228,3,2,0,15,16354000
Surat,3381,1,3,2,12,29168500
Lucknow,658,2,4,0,6,4937000
Patna,2403,1,2,2,14,12285000
Vadodara,2389,2,3,2,2,19414200
Patna,502,5,4,2,11,3680000
Bangalore,1392,3,1,2,7,21470000
Mysore,1168,5,4,0,24,8692400
Trivandrum,1524,2,4,0,28,14698000
Visakhapatnam,1621,4,3,2,11,12571200
Visakhapatnam,3260,5,4,0,17,24362000
Chennai,2673,4,1,2,2,32916000
Jaipur,3390,2,2,2,11,24210000
Kochi,2910,3,2,2,28,29390000
Surat,636,4,3,1,22,6006000
Chandigarh,3497,2,1,0,20,48978000
Jaipur,1544,4,1,0,25,11028000
Lucknow,2953,5,4,2,22,20144500
Patna,3653,2,3,0,1,18905000
Mysore,3261,5,1,2,13,22944800
Bhopal,1166,1,1,0,13,6772800
Ahmedabad,3081,2,1,2,3,25168000
Kolkata,3786,4,2,2,16,34754000
Surat,1390,1,2,1,14,12005000
Trivandrum,3065,5,2,2,15,29967500
Visakhapatnam,2159,5,4,1,4,16774800
Mysore,2720,4,4,0,23,19116000
Visakhapatnam,2679,1,4,0,16,19598800
Mumbai,3891,3,1,1,22,97485000
Coimbatore,3215,4,2,0,6,24832500
Hyderabad,3913,5,1,1,22,43553000
Chandigarh,895,2,1,0,14,12670000
Nagpur,1447,1,3,1,16,9241400
Delhi,3580,3,1,1,11,64870000
Ahmedabad,2126,2,4,2,10,17748000
Chandigarh,2949,1,2,0,18,41316000
Patna,2472,4,2,2,10,13160000
Bangalore,3658,4,1,1,1,55650000
Mumbai,2735,1,4,2,14,68885000
Chandigarh,737,3,4,1,4,11248000
Nagpur,2337,1,4,0,17,14779400
Patna,3508,2,2,0,28,17520000
Nagpur,2217,2,4,0,29,13945400
Lucknow,536,4,4,1,20,4244000
Patna,2955,1,1,2,20,14805000
Pune,2674,4,3,0,15,35422000
Kochi,719,3,4,1,3,8140000
Chennai,2263,2,1,2,26,27216000
Bhopal,1315,5,1,1,22,8137000
Coimbatore,1605,5,4,1,9,13167500
Bangalore,2297,1,3,0,21,34545000
Lucknow,2533,1,2,1,1,16914500
Pune,3938,5,3,1,14,52104000
Mumbai,1325,1,4,2,3,33855000
Coimbatore,2500,2,3,0,28,18850000
Ahmedabad,3307,3,1,1,15,26806000
Kochi,3314,3,1,1,29,33210000
Coimbatore,1658,4,3,2,26,13035000
Lucknow,2382,2,2,1,6,15983000
Surat,832,1,3,1,24,7182000
Jaipur,3967,1,4,1,24,27999000
Pune,1398,4,2,1,11,18874000
Chandigarh,2547,4,3,1,2,36658000
Kolkata,1389,1,3,2,16,12851000
Surat,998,1,2,1,8,8793000
Mumbai,2850,2,3,1,7,71850000
Vadodara,795,4,4,1,22,6921000
Hyderabad,3998,2,1,1,5,44378000
Jaipur,814,1,4,0,29,5748000
Patna,1338,5,3,0,14,7520000
Trivandrum,2036,5,1,0,9,20032000
Delhi,3124,1,2,0,22,56182000
Chandigarh,2910,4,4,2,26,41460000
Pune,940,5,2,0,24,12730000
Ahmedabad,2049,4,1,2,5,17172000
Chennai,2345,5,3,0,14,28970000
Patna,3835,4,1,2,29,19475000
Chandigarh,3601,5,1,0,13,51024000
Hyderabad,483,4,2,1,25,5733000
Visakhapatnam,670,2,4,0,18,5244000
Patna,2691,4,1,0,12,13935000
Delhi,787,2,3,0,13,14566000
Vadodara,613,2,1,1,2,5241400
Chandigarh,3265,1,2,2,3,46200000
Bhopal,3637,2,4,2,25,21534600
Chennai,458,3,3,1,28,5826000
Vadodara,2025,2,2,0,13,16075000
Kolkata,3330,4,1,0,13,30430000
Chandigarh,1242,2,1,0,25,17308000
Vadodara,3371,4,4,2,7,27393800
Chennai,1927,4,2,2,9,23944000
Visakhapatnam,2129,3,2,1,8,15938800
Mumbai,522,2,4,1,13,13650000
Bangalore,1836,2,3,2,7,28220000
Coimbatore,1562,5,2,0,10,12505000
Pune,3700,5,4,0,9,49150000
Patna,3745,1,2,0,17,18775000
Mumbai,2886,4,4,0,3,73170000
Pune,3469,3,1,1,3,45687000
Pune,961,5,1,1,11,13223000
Trivandrum,2565,2,2,2,17,24727500
Nagpur,2137,1,2,1,28,13159400
Hyderabad,1304,3,1,0,7,14774000
Surat,3954,2,3,2,2,34389000
Lucknow,794,2,4,1,17,5681000
Trivandrum,2126,4,3,1,6,21117000
Patna,3323,4,3,1,0,17655000
Kolkata,3931,5,3,1,21,36149000
Bangalore,2116,5,1,1,12,32450000
Bhopal,1334,2,2,0,28,7717200
Visakhapatnam,1501,2,3,0,2,11427200
Mysore,3399,5,1,0,28,23423200
Kochi,1835,5,4,1,2,19620000
Bangalore,474,2,2,2,14,7530000
Chennai,694,3,4,0,20,8858000
Hyderabad,420,2,3,0,29,4700000
Mumbai,3642,3,2,1,18,91460000
Chennai,1438,3,3,2,27,17686000
Indore,1634,2,2,0,3,10284000
Lucknow,959,1,3,0,12,6503500
Trivandrum,1509,5,4,2,12,15485500
Mysore,1572,4,4,1,14,11569600
Bhopal,771,2,3,2,18,4931800
Coimbatore,2427,3,2,1,15,18672500
Hyderabad,3951,2,4,0,6,44121000
Chennai,1217,5,2,2,2,15714000
Coimbatore,1574,3,2,2,29,12075000
Lucknow,1564,4,4,0,25,10746000
Surat,1492,4,1,0,19,13022000
Lucknow,1683,4,1,1,1,11719500
Kolkata,2411,1,2,0,17,21749000
Nagpur,1245,3,4,0,24,8169000
Mumbai,2391,3,1,2,10,60305000
Surat,920,1,3,1,0,8410000
Trivandrum,770,3,2,0,15,7705000
Jaipur,1842,1,1,2,16,13004000
Pune,500,2,4,0,15,6980000
Kochi,1060,5,4,0,9,11650000
Bhopal,2081,4,2,0,16,12589800
Bangalore,3415,1,4,0,29,51275000
Kolkata,642,1,3,1,2,6328000
Vadodara,3200,1,3,2,17,25290000
Jaipur,911,2,1,2,18,6597000
Vadodara,3296,1,4,0,13,26078800
Hyderabad,3002,5,3,2,20,33892000
Lucknow,3566,5,2,0,24,23689000
Surat,2673,4,4,2,1,23940500
Indore,1941,2,1,1,11,11926000
Nagpur,2661,5,2,1,10,17368200
Bangalore,3165,3,2,2,29,47745000
Vadodara,2514,3,2,0,16,19979200
Jaipur,795,3,3,0,26,5855000
Visakhapatnam,1011,1,2,0,5,7569200
Hyderabad,3483,1,3,0,18,38463000
Bhopal,1660,3,2,1,12,10158000
Coimbatore,2257,4,3,0,6,17767500
Mysore,1169,4,4,0,21,8609200
Visakhapatnam,1822,1,3,0,10,13428400
Nagpur,806,3,3,0,6,5687200
Bhopal,3372,4,4,1,12,20477600
Surat,2272,1,2,2,12,19622000
Ahmedabad,1903,3,4,2,20,15914000
Trivandrum,3094,2,2,0,0,29933000
Delhi,2669,3,3,0,29,48272000
Hyderabad,1579,3,2,2,18,17859000
Pune,1053,5,3,1,18,14519000
Indore,2875,5,2,1,22,17880000
Patna,1581,2,3,1,14,8365000
Vadodara,1376,2,3,1,13,11212800
Vadodara,1839,3,1,1,28,14434200
Mumbai,3453,4,2,1,2,87205000
Surat,3797,2,2,1,26,32374500
Chandigarh,2818,3,1,1,20,39702000
Lucknow,1767,1,3,1,19,11695500
Kochi,3733,5,3,0,3,38380000
Coimbatore,3754,4,1,1,28,28395000
Lucknow,3297,3,1,0,6,21880500
Visakhapatnam,3303,1,4,2,0,24571600
Kochi,628,5,3,0,22,6950000
Chennai,2727,1,4,2,23,33054000
Delhi,2293,3,2,0,18,41604000
Jaipur,1713,2,4,2,2,12891000
Lucknow,1470,5,1,0,19,10045000
Chandigarh,1374,1,1,0,14,19226000
Coimbatore,2138,2,1,2,12,16375000
Kolkata,3685,4,1,1,21,33545000
Visakhapatnam,1157,3,4,1,13,9080400
Vadodara,3495,3,4,1,6,28151000
Kochi,720,5,4,1,0,8510000
Vadodara,2721,1,1,1,12,21333800
Visakhapatnam,955,4,1,0,3,7536000
Ahmedabad,1243,5,3,1,11,10914000
Chandigarh,1736,5,3,0,6,25294000
Jaipur,1786,1,1,2,26,12412000
Visakhapatnam,1067,4,3,1,1,8702400
Mumbai,3447,1,2,1,16,86325000
Mumbai,2827,3,2,1,0,71445000
Kochi,3158,2,1,1,25,31580000
Bangalore,2342,3,4,0,13,35800000
Lucknow,2404,3,2,0,29,15736000
Ahmedabad,2330,5,2,0,21,19210000
Visakhapatnam,3941,3,4,2,27,28925200
Lucknow,1145,4,3,0,20,8002500
Mumbai,1074,3,4,1,0,27860000
Patna,2563,4,3,2,25,13435000
Delhi,3052,1,3,2,2,55566000
Kochi,1465,5,4,1,10,15760000
Bhopal,2826,4,3,1,6,17310800
Vadodara,3677,3,2,1,27,28910600
Mumbai,2913,5,1,1,24,73295000
Delhi,2727,5,3,0,28,49636000
Nagpur,1017,4,2,2,8,7145400
Visakhapatnam,2565,4,4,1,21,19208000
Bhopal,3708,2,3,0,2,22126400
Nagpur,2756,2,2,1,0,17707200
Surat,3927,5,3,0,18,34129500
Trivandrum,3946,2,4,1,25,37847000
Kolkata,2547,3,1,1,1,23553000
Surat,2708,1,3,1,26,23088000
Kolkata,1392,5,1,0,20,12998000
Bhopal,1728,1,3,1,23,10152400
Hyderabad,1777,2,3,0,4,20127000
Surat,685,4,4,0,16,6582500
Bangalore,2775,5,3,2,18,42535000
Kolkata,3574,2,2,0,27,32166000
Surat,2510,3,2,0,4,21945000
Kolkata,1086,5,1,0,22,10204000
Trivandrum,1705,5,1,0,20,16667500
Mumbai,1864,4,2,0,13,47180000
Surat,3764,5,1,2,9,32844000
Surat,1137,4,1,1,20,10064500
Chandigarh,3478,2,2,2,6,49272000
Bangalore,3086,3,2,2,28,46580000
Visakhapatnam,3383,3,2,1,7,24987600
Trivandrum,3563,5,4,0,29,34498500
Chandigarh,2358,5,4,1,7,34182000
Nagpur,3661,2,2,0,6,23118200
Vadodara,2294,4,3,1,12,18693200
Jaipur,2923,3,2,2,13,21051000
Mumbai,3982,4,4,0,18,100270000
Vadodara,1885,2,1,2,10,15083000
Nagpur,2500,3,3,0,1,16290000
Jaipur,3201,3,3,1,16,22977000
Kochi,885,1,1,1,5,9100000
Indore,1913,2,3,1,28,11658000
Kochi,2401,2,1,1,8,24350000
Vadodara,1787,1,4,1,18,14288600
Jaipur,3583,4,3,2,4,26121000
Kolkata,2856,1,3,2,8,26214000
Coimbatore,1430,2,1,0,29,10565000
Kochi,2165,4,1,2,29,21950000
Kochi,1067,3,4,0,24,11120000
Delhi,1620,1,1,0,6,29310000
Jaipur,1234,4,1,2,29,8938000
Bhopal,1275,4,4,2,3,8575000
Visakhapatnam,2814,4,2,0,26,20580800
Bangalore,1401,1,2,2,17,21225000
Chandigarh,649,3,1,2,17,9476000
Trivandrum,2339,4,4,2,19,23080500
Coimbatore,2018,1,2,1,16,15285000
Ahmedabad,1663,2,4,1,29,13584000
Patna,2827,1,1,0,3,14345000
Kochi,1271,1,1,2,27,12600000
Nagpur,1234,1,4,0,29,7700800
Delhi,3942,4,3,2,26,71556000
Ahmedabad,3222,1,1,1,21,25706000
Vadodara,1318,2,1,2,15,10560400
Pune,2124,4,1,2,21,28072000
Indore,2902,2,1,2,22,17552000
Visakhapatnam,2813,5,4,1,4,21483600
Ahmedabad,1713,1,4,1,8,14254000
Chennai,2297,4,4,1,1,28704000
Visakhapatnam,802,4,4,0,1,6834400
Mysore,2505,1,3,2,3,17644000
Surat,2968,3,4,1,19,25858000
Bhopal,1727,3,4,0,19,10566600
Patna,1538,2,1,1,16,7870000
Delhi,609,1,3,2,19,11252000
Bhopal,1464,1,1,0,27,8221200
Bhopal,1215,5,3,1,20,7837000
Vadodara,2620,3,2,1,24,20726000
Visakhapatnam,633,3,3,0,18,5007600
Mysore,1192,1,3,0,2,8575600
Lucknow,2307,2,1,0,29,14835500
Bangalore,2013,1,3,0,4,30625000
Kochi,3240,2,3,0,9,32880000
Bangalore,3874,3,1,1,5,58660000
Vadodara,3510,5,2,0,2,28328000
Coimbatore,2566,4,2,0,16,19765000
Ahmedabad,734,3,2,2,9,6542000
Chennai,1759,2,3,1,23,21388000
Mysore,2039,1,1,2,11,14075200
Chandigarh,1497,3,2,1,0,21728000
Chandigarh,1614,5,2,1,17,23326000
Chandigarh,723,2,2,1,18,10382000
Delhi,3458,1,2,0,21,62214000
Surat,3618,4,1,2,19,31253000
Jaipur,2190,2,2,1,3,15890000
Delhi,683,1,3,1,14,12604000
Visakhapatnam,612,4,3,1,8,5286400
Nagpur,2058,1,1,2,5,13089600
Chennai,2141,4,4,1,11,26632000
Ahmedabad,1328,4,2,2,17,11284000
Jaipur,1151,4,2,2,22,8617000
Hyderabad,1817,1,3,0,14,20217000
Nagpur,2786,4,1,1,28,17513200
Bhopal,2221,2,4,1,18,13381800
Kolkata,1445,5,3,2,8,14115000
Mysore,2194,5,4,2,21,15889200
Surat,2292,4,1,0,23,19742000
Bangalore,504,5,1,1,12,8270000
Hyderabad,1889,5,1,2,15,21509000
Kochi,1882,4,3,1,12,19620000
Indore,1855,4,1,1,0,11930000
Kolkata,1169,2,3,1,17,10921000
Jaipur,3163,3,3,2,21,22691000
Pune,3210,1,2,1,2,42160000
Surat,2359,4,3,2,16,20851500
Nagpur,2427,4,3,0,21,15587400
Bangalore,3692,5,2,0,4,56290000
Trivandrum,778,2,4,2,28,7771000
Chennai,3693,5,2,1,24,44906000
Lucknow,3729,4,2,0,5,24978500
Hyderabad,1112,4,1,0,20,12552000
Trivandrum,3838,5,1,2,16,37171000
Vadodara,1772,4,2,2,16,14501600
Lucknow,624,3,1,2,26,4266000
Indore,2137,1,2,2,0,13372000
Lucknow,1137,1,1,2,6,7700500
Bhopal,635,1,3,2,21,3933000
Chandigarh,582,3,1,2,29,8298000
Vadodara,1111,4,1,1,15,9165800
Nagpur,2292,5,3,1,4,15320400
Ahmedabad,2891,2,2,1,15,23448000
Ahmedabad,2288,4,1,1,3,19044000
Ahmedabad,1022,3,1,0,10,8546000
Bhopal,3477,3,3,1,13,20796600
Delhi,1659,1,3,0,28,29812000
Indore,1550,4,3,0,12,10020000
Lucknow,3575,1,4,0,26,23347500
Indore,1148,2,3,2,23,7248000
Chandigarh,3951,1,2,0,26,55184000
Visakhapatnam,2602,2,1,0,7,19014400
Nagpur,2704,3,1,0,20,16934800
Surat,2682,1,4,2,19,23207000
Delhi,2947,1,1,1,14,53116000
Patna,2736,5,1,1,17,14290000
Indore,909,3,2,0,6,6024000
Kochi,1975,5,1,0,20,20220000
Patna,2223,2,2,1,18,11375000
Surat,3156,2,4,1,24,27206000
Pune,1184,3,2,1,8,16002000
Visakhapatnam,3341,2,3,1,10,24595200
Bangalore,3223,3,3,0,26,48635000
Pune,2745,2,4,0,9,36285000
Bangalore,536,4,1,0,13,8500000
Mumbai,2823,1,2,1,15,70745000
Bhopal,2534,4,3,2,26,15297200
Trivandrum,3890,3,2,1,7,37585000
Coimbatore,2177,3,3,1,0,17217500
Bhopal,1622,4,2,2,11,10187600
Chennai,3934,1,1,2,2,47598000
Kolkata,2884,1,4,1,1,26646000
Vadodara,1733,5,1,2,15,14247400
Lucknow,2177,2,2,2,3,14790500
Kolkata,1704,5,3,2,1,16586000
Trivandrum,3794,1,3,1,11,36413000
Visakhapatnam,1163,4,4,1,26,9013600
Visakhapatnam,1101,2,1,2,23,8047200
Chennai,3389,4,1,0,16,41068000
Pune,551,5,1,2,19,7813000
Mysore,1725,3,3,2,20,12300000
Hyderabad,1701,4,4,1,29,19291000
Mysore,2111,5,3,0,9,15284800
Indore,1431,5,1,2,19,9236000
Mumbai,1206,5,2,0,7,31000000
Ahmedabad,634,3,3,1,17,5622000
Mumbai,3122,3,4,0,24,78500000
Hyderabad,960,3,1,1,17,10870000
Vadodara,1725,2,2,2,17,13815000
Pune,437,3,3,1,28,6011000
Trivandrum,1559,3,2,0,1,15480500
Bangalore,3269,3,2,0,11,49505000
Visakhapatnam,820,4,4,0,9,6804000
Hyderabad,1642,3,3,2,7,18892000
Coimbatore,747,2,4,0,18,6022500
Patna,2231,5,1,0,9,11845000
Nagpur,1969,4,2,0,10,12847800
Pune,3550,1,4,1,13,46600000
Coimbatore,3195,3,4,0,25,24392500
Ahmedabad,2318,5,1,1,14,19214000
Kolkata,2720,5,3,0,29,25010000
Ahmedabad,3632,4,4,1,23,29756000
Bhopal,2301,1,2,1,22,13375800
Pune,2755,2,2,2,9,36335000
Patna,1797,5,2,2,3,10075000
Delhi,3423,5,2,1,6,62564000
Ahmedabad,3180,5,4,1,10,26550000
Chandigarh,3480,5,2,2,23,49410000
Mumbai,2224,4,4,1,21,56340000
Vadodara,2891,1,3,2,21,22799800
Pune,3584,5,2,2,2,47702000
Nagpur,1628,2,3,0,4,10673600
Mysore,804,2,4,0,25,5747200
Indore,2121,3,1,2,1,13436000
Chandigarh,3300,5,3,2,11,47250000
Lucknow,1620,5,2,1,20,11200000
Bangalore,3225,5,1,2,4,49325000
Bhopal,514,5,3,2,6,4131200
Bangalore,3592,5,4,0,3,55050000
Visakhapatnam,2076,2,4,2,29,15307200
Nagpur,464,1,4,1,10,3386800
Bhopal,1699,1,3,2,21,10104200
Surat,1224,3,4,0,8,11174000
Bangalore,2686,2,3,0,3,40890000
Mysore,2749,5,2,0,26,19163200
Chandigarh,1815,1,2,0,29,25220000
Trivandrum,3993,4,3,2,21,38633500
Kochi,1368,4,3,1,28,14160000
Vadodara,768,4,1,1,27,6250400
Chandigarh,632,5,4,1,8,9998000
Nagpur,2642,5,2,2,25,17030400
Trivandrum,1306,3,2,2,11,13037000
Bangalore,3483,3,1,2,15,52675000
Vadodara,1320,3,3,1,0,11186000
Pune,1088,4,3,2,7,15124000
Coimbatore,576,5,1,2,0,5350000
Patna,2664,4,4,0,19,14020000
Surat,1434,3,3,0,18,12639000
Chennai,1869,5,3,1,3,23558000
Visakhapatnam,1029,2,4,0,13,7928800
Chandigarh,563,1,4,0,22,8072000
Bangalore,2500,1,1,0,28,37210000
Bangalore,2665,3,1,2,13,40445000
Nagpur,3446,4,1,0,8,21925200
Hyderabad,1223,2,3,0,8,13953000
Trivandrum,3831,5,1,0,25,36764500
Lucknow,2832,4,3,2,16,19208000
Kochi,455,3,2,1,14,5040000
Chennai,517,4,4,2,9,7264000
Kochi,3347,3,4,2,16,34240000
Chandigarh,3724,1,2,0,8,52366000
Delhi,1197,1,1,1,3,21836000
Lucknow,1179,4,3,0,27,8083500
Chandigarh,3463,2,3,0,28,48582000
Mysore,3250,5,3,1,13,23030000
Nagpur,3292,3,4,1,2,21380400
Kochi,3651,5,1,2,28,36980000
Chandigarh,1838,1,3,1,24,25842000
Coimbatore,2293,2,3,2,20,17617500
Delhi,3706,2,3,2,11,67308000
Hyderabad,3302,5,2,0,21,36892000
Hyderabad,1107,1,3,0,0,12687000
Kochi,1503,5,2,0,0,16020000
Trivandrum,421,4,3,1,12,4799500
Indore,1900,2,3,1,13,11880000
Patna,1242,2,3,2,15,6730000
Chennai,3911,4,2,2,6,47812000
Vadodara,2160,1,3,2,9,17338000
Surat,1516,2,1,1,14,13106000
Lucknow,591,3,3,2,7,4671500
Mysore,1418,3,2,2,10,10292400
Pune,1526,1,2,1,23,19848000
Coimbatore,795,4,1,0,13,6422500
Chandigarh,3478,5,4,1,12,49762000
Chandigarh,3087,1,1,2,22,43208000
Patna,1418,5,1,0,12,7720000
Vadodara,966,1,2,1,26,7484800
Patna,630,3,3,0,8,3800000
Chandigarh,1273,4,3,0,16,18462000
Trivandrum,3021,3,4,2,17,29449500
Indore,639,4,4,1,28,4434000
Hyderabad,489,5,4,2,18,6409000
Jaipur,2679,1,4,1,12,19223000
Jaipur,856,2,1,1,11,6272000
Vadodara,2680,2,1,1,28,20844000
Lucknow,753,4,3,0,20,5454500
Vadodara,1404,4,1,0,19,11291200
Kochi,1756,3,3,2,19,18150000
Mumbai,838,2,3,1,7,21550000
Kolkata,1798,3,3,1,23,16612000
Chennai,3763,5,3,0,10,46066000
